# z r Bz Br
#--------------------
 -248 19 0.002397 -0.000356
 -248 20 0.00239 -0.000376
 -248 21 0.002381 -0.000393
 -248 22 0.002376 -0.000409
 -248 23 0.002369 -0.000427
 -248 24 0.002361 -0.000447
 -248 25 0.002354 -0.000464
 -248 26 0.002347 -0.00048
 -248 27 0.002337 -0.000497
 -248 28 0.00233 -0.000513
 -248 29 0.002322 -0.000531
 -248 30 0.002315 -0.000549
 -248 31 0.002304 -0.000565
 -248 32 0.002293 -0.000579
 -248 33 0.002286 -0.000597
 -248 34 0.002274 -0.000613
 -248 35 0.002261 -0.000628
 -248 36 0.002255 -0.000643
 -248 37 0.002247 -0.000659
 -248 38 0.002234 -0.000675
 -248 39 0.002222 -0.00069
 -248 40 0.002213 -0.000706
 -248 41 0.0022 -0.000721
 -248 42 0.002189 -0.000735
 -248 43 0.00218 -0.00075
 -248 44 0.002166 -0.000764
 -248 45 0.002153 -0.000779
 -248 46 0.002141 -0.000795
 -248 47 0.002128 -0.000807
 -248 48 0.002116 -0.00082
 -248 49 0.002105 -0.000834
 -248 50 0.002091 -0.000846
 -247 0 0.002486 0
 -247 1 0.002492 -0.000019
 -247 2 0.002491 -0.00004
 -247 3 0.002491 -0.00006
 -247 4 0.002488 -0.000078
 -247 5 0.002486 -0.000096
 -247 6 0.002486 -0.000117
 -247 7 0.002481 -0.000136
 -247 8 0.00248 -0.000154
 -247 9 0.002479 -0.000173
 -247 10 0.002476 -0.000194
 -247 11 0.00247 -0.000213
 -247 12 0.002468 -0.000231
 -247 13 0.002463 -0.00025
 -247 14 0.002457 -0.00027
 -247 15 0.002454 -0.000288
 -247 16 0.002451 -0.000305
 -247 17 0.002446 -0.000323
 -247 18 0.002438 -0.000345
 -247 19 0.002433 -0.000361
 -247 20 0.002426 -0.00038
 -247 21 0.00242 -0.000398
 -247 22 0.002414 -0.000417
 -247 23 0.002407 -0.000435
 -247 24 0.002399 -0.000452
 -247 25 0.002389 -0.00047
 -247 26 0.002382 -0.000488
 -247 27 0.002372 -0.000505
 -247 28 0.002365 -0.000523
 -247 29 0.002358 -0.000539
 -247 30 0.002349 -0.000558
 -247 31 0.002339 -0.000575
 -247 32 0.002327 -0.00059
 -247 33 0.002319 -0.000607
 -247 34 0.002309 -0.000623
 -247 35 0.002297 -0.00064
 -247 36 0.00229 -0.000655
 -247 37 0.002283 -0.00067
 -247 38 0.002267 -0.000686
 -247 39 0.002254 -0.000701
 -247 40 0.002246 -0.000718
 -247 41 0.002233 -0.000732
 -247 42 0.002221 -0.000747
 -247 43 0.00221 -0.000761
 -247 44 0.002197 -0.000775
 -247 45 0.002186 -0.00079
 -247 46 0.002173 -0.000805
 -247 47 0.00216 -0.00082
 -247 48 0.002147 -0.000832
 -247 49 0.002135 -0.000845
 -247 50 0.002122 -0.000859
 -246 0 0.002528 0
 -246 1 0.002531 -0.00002
 -246 2 0.002533 -0.000041
 -246 3 0.00253 -0.000058
 -246 4 0.002525 -0.000078
 -246 5 0.002526 -0.000099
 -246 6 0.002528 -0.000118
 -246 7 0.00252 -0.000138
 -246 8 0.002519 -0.000157
 -246 9 0.002519 -0.000177
 -246 10 0.002514 -0.000197
 -246 11 0.00251 -0.000216
 -246 12 0.002506 -0.000236
 -246 13 0.002502 -0.000256
 -246 14 0.002497 -0.000274
 -246 15 0.002489 -0.000295
 -246 16 0.002488 -0.000317
 -246 17 0.002484 -0.000334
 -246 18 0.002476 -0.00035
 -246 19 0.002469 -0.000365
 -246 20 0.002464 -0.000386
 -246 21 0.002457 -0.000407
 -246 22 0.002452 -0.000423
 -246 23 0.002443 -0.000441
 -246 24 0.002436 -0.00046
 -246 25 0.002428 -0.000478
 -246 26 0.002419 -0.000496
 -246 27 0.002412 -0.000516
 -246 28 0.002402 -0.000534
 -246 29 0.002395 -0.000552
 -246 30 0.002382 -0.000566
 -246 31 0.002377 -0.000583
 -246 32 0.002362 -0.0006
 -246 33 0.002355 -0.000615
 -246 34 0.002345 -0.000633
 -246 35 0.002334 -0.00065
 -246 36 0.002324 -0.000668
 -246 37 0.002313 -0.000682
 -246 38 0.0023 -0.000697
 -246 39 0.002291 -0.000714
 -246 40 0.00228 -0.000729
 -246 41 0.002267 -0.000744
 -246 42 0.002253 -0.00076
 -246 43 0.002239 -0.000773
 -246 44 0.00223 -0.000789
 -246 45 0.002217 -0.000805
 -246 46 0.002205 -0.000819
 -246 47 0.002192 -0.000832
 -246 48 0.002178 -0.000846
 -246 49 0.002165 -0.00086
 -246 50 0.002152 -0.000872
 -245 0 0.002572 0
 -245 1 0.002569 -0.000017
 -245 2 0.00257 -0.000038
 -245 3 0.002569 -0.000061
 -245 4 0.002567 -0.000082
 -245 5 0.002565 -0.000101
 -245 6 0.002565 -0.00012
 -245 7 0.002561 -0.00014
 -245 8 0.002559 -0.000162
 -245 9 0.002557 -0.000182
 -245 10 0.002553 -0.0002
 -245 11 0.002549 -0.000217
 -245 12 0.002546 -0.000238
 -245 13 0.002541 -0.000258
 -245 14 0.002538 -0.000279
 -245 15 0.002532 -0.000297
 -245 16 0.002528 -0.000315
 -245 17 0.002522 -0.000336
 -245 18 0.002515 -0.000354
 -245 19 0.002506 -0.000374
 -245 20 0.002505 -0.000394
 -245 21 0.002492 -0.000412
 -245 22 0.00249 -0.000431
 -245 23 0.002481 -0.00045
 -245 24 0.002472 -0.000469
 -245 25 0.002467 -0.000488
 -245 26 0.002457 -0.000504
 -245 27 0.002448 -0.00052
 -245 28 0.002439 -0.000541
 -245 29 0.002429 -0.000559
 -245 30 0.002419 -0.000575
 -245 31 0.002413 -0.000593
 -245 32 0.002398 -0.00061
 -245 33 0.002391 -0.000627
 -245 34 0.00238 -0.000644
 -245 35 0.00237 -0.00066
 -245 36 0.002357 -0.000676
 -245 37 0.002346 -0.000693
 -245 38 0.002335 -0.000709
 -245 39 0.002324 -0.000724
 -245 40 0.002313 -0.00074
 -245 41 0.002301 -0.000755
 -245 42 0.002287 -0.00077
 -245 43 0.002272 -0.000787
 -245 44 0.002262 -0.000801
 -245 45 0.002253 -0.000816
 -245 46 0.002237 -0.000831
 -245 47 0.002223 -0.000845
 -245 48 0.002211 -0.00086
 -245 49 0.002197 -0.000873
 -245 50 0.002184 -0.000888
 -244 0 0.00261 0
 -244 1 0.002609 -0.000019
 -244 2 0.00261 -0.000039
 -244 3 0.002612 -0.000061
 -244 4 0.002607 -0.000081
 -244 5 0.002605 -0.000102
 -244 6 0.002604 -0.000122
 -244 7 0.002601 -0.000143
 -244 8 0.002601 -0.000164
 -244 9 0.002596 -0.000183
 -244 10 0.002591 -0.000202
 -244 11 0.002587 -0.000223
 -244 12 0.002586 -0.000244
 -244 13 0.002582 -0.000264
 -244 14 0.002578 -0.000284
 -244 15 0.002573 -0.000302
 -244 16 0.002567 -0.000322
 -244 17 0.00256 -0.000342
 -244 18 0.002553 -0.000363
 -244 19 0.002549 -0.000379
 -244 20 0.002544 -0.000398
 -244 21 0.002531 -0.00042
 -244 22 0.002528 -0.000438
 -244 23 0.002519 -0.000455
 -244 24 0.002512 -0.000475
 -244 25 0.002505 -0.000494
 -244 26 0.002491 -0.000513
 -244 27 0.002486 -0.000531
 -244 28 0.002477 -0.000548
 -244 29 0.002466 -0.000566
 -244 30 0.002458 -0.000585
 -244 31 0.002448 -0.000603
 -244 32 0.002438 -0.000621
 -244 33 0.002427 -0.000638
 -244 34 0.002415 -0.000654
 -244 35 0.002403 -0.000671
 -244 36 0.002393 -0.000688
 -244 37 0.002382 -0.000705
 -244 38 0.00237 -0.00072
 -244 39 0.002358 -0.000737
 -244 40 0.002345 -0.000753
 -244 41 0.002335 -0.000769
 -244 42 0.002321 -0.000783
 -244 43 0.002307 -0.0008
 -244 44 0.002297 -0.000818
 -244 45 0.00228 -0.000832
 -244 46 0.002269 -0.000843
 -244 47 0.002255 -0.000858
 -244 48 0.002244 -0.000873
 -244 49 0.002228 -0.000886
 -244 50 0.002215 -0.000899
 -243 0 0.002653 0
 -243 1 0.002651 -0.000022
 -243 2 0.002653 -0.000042
 -243 3 0.002658 -0.000063
 -243 4 0.002651 -0.000083
 -243 5 0.002649 -0.000103
 -243 6 0.002645 -0.000125
 -243 7 0.002642 -0.000145
 -243 8 0.002642 -0.000167
 -243 9 0.002637 -0.000187
 -243 10 0.002633 -0.000207
 -243 11 0.002628 -0.000228
 -243 12 0.002628 -0.000248
 -243 13 0.002621 -0.000268
 -243 14 0.002619 -0.000289
 -243 15 0.002612 -0.000308
 -243 16 0.002605 -0.000329
 -243 17 0.002599 -0.000349
 -243 18 0.00259 -0.00037
 -243 19 0.002587 -0.00039
 -243 20 0.00258 -0.000407
 -243 21 0.002575 -0.000429
 -243 22 0.002564 -0.000451
 -243 23 0.002561 -0.000467
 -243 24 0.002552 -0.000483
 -243 25 0.002543 -0.000501
 -243 26 0.002535 -0.000523
 -243 27 0.002524 -0.000541
 -243 28 0.002513 -0.00056
 -243 29 0.002503 -0.000576
 -243 30 0.002496 -0.000596
 -243 31 0.002485 -0.000613
 -243 32 0.002473 -0.00063
 -243 33 0.002462 -0.000648
 -243 34 0.002453 -0.000667
 -243 35 0.002441 -0.000684
 -243 36 0.002431 -0.000699
 -243 37 0.002417 -0.000717
 -243 38 0.002405 -0.000733
 -243 39 0.002396 -0.00075
 -243 40 0.002383 -0.000767
 -243 41 0.002366 -0.000781
 -243 42 0.002354 -0.000797
 -243 43 0.002344 -0.000813
 -243 44 0.002332 -0.000828
 -243 45 0.002313 -0.00084
 -243 46 0.002304 -0.000856
 -243 47 0.002289 -0.000871
 -243 48 0.002274 -0.000885
 -243 49 0.002262 -0.0009
 -243 50 0.002246 -0.000914
 -242 0 0.002702 0
 -242 1 0.002695 -0.00002
 -242 2 0.002696 -0.000041
 -242 3 0.002696 -0.000062
 -242 4 0.002692 -0.000083
 -242 5 0.00269 -0.000102
 -242 6 0.002687 -0.000126
 -242 7 0.002689 -0.000148
 -242 8 0.002683 -0.000168
 -242 9 0.002679 -0.00019
 -242 10 0.002675 -0.000211
 -242 11 0.002671 -0.000232
 -242 12 0.00267 -0.000252
 -242 13 0.002661 -0.000272
 -242 14 0.002659 -0.000294
 -242 15 0.002653 -0.000313
 -242 16 0.002647 -0.000334
 -242 17 0.002641 -0.000354
 -242 18 0.002635 -0.000374
 -242 19 0.002627 -0.000396
 -242 20 0.002615 -0.000415
 -242 21 0.002612 -0.000429
 -242 22 0.002601 -0.000453
 -242 23 0.002603 -0.000475
 -242 24 0.00259 -0.000493
 -242 25 0.002583 -0.000513
 -242 26 0.002573 -0.000529
 -242 27 0.002562 -0.000549
 -242 28 0.002551 -0.000568
 -242 29 0.002542 -0.000587
 -242 30 0.002533 -0.000605
 -242 31 0.002522 -0.000623
 -242 32 0.002509 -0.000639
 -242 33 0.0025 -0.000658
 -242 34 0.002492 -0.000678
 -242 35 0.002476 -0.000695
 -242 36 0.002467 -0.00071
 -242 37 0.002455 -0.000727
 -242 38 0.00244 -0.000744
 -242 39 0.002433 -0.000763
 -242 40 0.002419 -0.000778
 -242 41 0.002401 -0.000794
 -242 42 0.00239 -0.000811
 -242 43 0.002378 -0.000826
 -242 44 0.002365 -0.000841
 -242 45 0.00235 -0.000857
 -242 46 0.002336 -0.00087
 -242 47 0.002323 -0.000886
 -242 48 0.002306 -0.0009
 -242 49 0.002293 -0.000915
 -242 50 0.002281 -0.00093
 -241 0 0.002741 0
 -241 1 0.002737 -0.00002
 -241 2 0.002734 -0.000043
 -241 3 0.002735 -0.000065
 -241 4 0.002735 -0.000086
 -241 5 0.00273 -0.000107
 -241 6 0.002731 -0.000129
 -241 7 0.002729 -0.000151
 -241 8 0.002721 -0.00017
 -241 9 0.002721 -0.000192
 -241 10 0.002718 -0.000215
 -241 11 0.002714 -0.000237
 -241 12 0.00271 -0.000257
 -241 13 0.002702 -0.000279
 -241 14 0.0027 -0.000298
 -241 15 0.002695 -0.00032
 -241 16 0.002688 -0.00034
 -241 17 0.002683 -0.00036
 -241 18 0.002676 -0.000382
 -241 19 0.00267 -0.000402
 -241 20 0.002658 -0.000423
 -241 21 0.002654 -0.000442
 -241 22 0.002642 -0.000462
 -241 23 0.002637 -0.000482
 -241 24 0.002629 -0.000503
 -241 25 0.002622 -0.000518
 -241 26 0.002613 -0.000541
 -241 27 0.002599 -0.000561
 -241 28 0.00259 -0.000578
 -241 29 0.002584 -0.000597
 -241 30 0.00257 -0.000616
 -241 31 0.002561 -0.000634
 -241 32 0.00255 -0.000652
 -241 33 0.002536 -0.000671
 -241 34 0.002528 -0.000688
 -241 35 0.002516 -0.000704
 -241 36 0.002501 -0.000724
 -241 37 0.00249 -0.000739
 -241 38 0.00248 -0.000758
 -241 39 0.002467 -0.000775
 -241 40 0.002452 -0.000791
 -241 41 0.002438 -0.000805
 -241 42 0.002428 -0.000822
 -241 43 0.002412 -0.000839
 -241 44 0.002399 -0.000854
 -241 45 0.002383 -0.000869
 -241 46 0.002371 -0.000885
 -241 47 0.002359 -0.000901
 -241 48 0.002339 -0.000915
 -241 49 0.002327 -0.000929
 -241 50 0.002314 -0.000943
 -240 0 0.002782 0
 -240 1 0.002782 -0.000021
 -240 2 0.002776 -0.000043
 -240 3 0.002777 -0.000066
 -240 4 0.002778 -0.000088
 -240 5 0.002775 -0.000111
 -240 6 0.002773 -0.000133
 -240 7 0.002771 -0.000154
 -240 8 0.002766 -0.000174
 -240 9 0.002766 -0.000196
 -240 10 0.002761 -0.000219
 -240 11 0.002756 -0.00024
 -240 12 0.002752 -0.00026
 -240 13 0.002747 -0.000282
 -240 14 0.002741 -0.000302
 -240 15 0.002737 -0.000323
 -240 16 0.002732 -0.000343
 -240 17 0.002727 -0.000365
 -240 18 0.002716 -0.000388
 -240 19 0.002712 -0.000407
 -240 20 0.002701 -0.000431
 -240 21 0.002695 -0.000449
 -240 22 0.002688 -0.000469
 -240 23 0.002681 -0.00049
 -240 24 0.00267 -0.000511
 -240 25 0.00266 -0.000529
 -240 26 0.002651 -0.000548
 -240 27 0.002638 -0.000568
 -240 28 0.002631 -0.000589
 -240 29 0.002624 -0.000608
 -240 30 0.002612 -0.000627
 -240 31 0.0026 -0.000646
 -240 32 0.002591 -0.000664
 -240 33 0.002572 -0.00068
 -240 34 0.002567 -0.0007
 -240 35 0.002551 -0.000718
 -240 36 0.002542 -0.000734
 -240 37 0.002528 -0.000753
 -240 38 0.002518 -0.000772
 -240 39 0.002503 -0.000788
 -240 40 0.002487 -0.000803
 -240 41 0.002473 -0.00082
 -240 42 0.002462 -0.000837
 -240 43 0.002447 -0.000853
 -240 44 0.002434 -0.000868
 -240 45 0.002419 -0.000884
 -240 46 0.002405 -0.000899
 -240 47 0.00239 -0.000913
 -240 48 0.002373 -0.000928
 -240 49 0.00236 -0.000945
 -240 50 0.002345 -0.000959
 -239 0 0.002825 0
 -239 1 0.002827 -0.000023
 -239 2 0.002818 -0.000046
 -239 3 0.002824 -0.000068
 -239 4 0.002822 -0.000088
 -239 5 0.002819 -0.000112
 -239 6 0.002817 -0.000133
 -239 7 0.002815 -0.000155
 -239 8 0.002812 -0.00018
 -239 9 0.00281 -0.000202
 -239 10 0.002806 -0.000222
 -239 11 0.002801 -0.000245
 -239 12 0.002796 -0.000266
 -239 13 0.002791 -0.00029
 -239 14 0.002784 -0.000309
 -239 15 0.002781 -0.000333
 -239 16 0.002771 -0.000356
 -239 17 0.00277 -0.000374
 -239 18 0.002757 -0.000394
 -239 19 0.002755 -0.000416
 -239 20 0.002744 -0.000435
 -239 21 0.002736 -0.000456
 -239 22 0.00273 -0.00048
 -239 23 0.00272 -0.000499
 -239 24 0.002713 -0.00052
 -239 25 0.002699 -0.000541
 -239 26 0.00269 -0.000559
 -239 27 0.002682 -0.000577
 -239 28 0.002673 -0.000597
 -239 29 0.002665 -0.000619
 -239 30 0.002653 -0.000637
 -239 31 0.00264 -0.000657
 -239 32 0.002629 -0.000673
 -239 33 0.002613 -0.000691
 -239 34 0.002606 -0.000713
 -239 35 0.002591 -0.000731
 -239 36 0.00258 -0.000748
 -239 37 0.002566 -0.000765
 -239 38 0.002554 -0.000784
 -239 39 0.00254 -0.000801
 -239 40 0.002526 -0.000817
 -239 41 0.002513 -0.000835
 -239 42 0.002497 -0.000852
 -239 43 0.002484 -0.000869
 -239 44 0.002469 -0.000884
 -239 45 0.002454 -0.000901
 -239 46 0.002439 -0.000916
 -239 47 0.002422 -0.00093
 -239 48 0.00241 -0.000947
 -239 49 0.002393 -0.000962
 -239 50 0.002377 -0.000976
 -238 0 0.002872 0
 -238 1 0.002872 -0.000023
 -238 2 0.002865 -0.000043
 -238 3 0.00287 -0.000069
 -238 4 0.002866 -0.000091
 -238 5 0.002869 -0.000113
 -238 6 0.002861 -0.000136
 -238 7 0.002859 -0.00016
 -238 8 0.002856 -0.000182
 -238 9 0.002852 -0.000203
 -238 10 0.00285 -0.000226
 -238 11 0.002846 -0.000248
 -238 12 0.00284 -0.000271
 -238 13 0.002836 -0.000295
 -238 14 0.002831 -0.000317
 -238 15 0.002827 -0.000339
 -238 16 0.002815 -0.000359
 -238 17 0.002813 -0.00038
 -238 18 0.002804 -0.000403
 -238 19 0.002798 -0.000424
 -238 20 0.002787 -0.000446
 -238 21 0.002779 -0.000467
 -238 22 0.002772 -0.000488
 -238 23 0.002764 -0.000509
 -238 24 0.002756 -0.000529
 -238 25 0.002747 -0.000549
 -238 26 0.002731 -0.00057
 -238 27 0.002722 -0.000588
 -238 28 0.002715 -0.000609
 -238 29 0.002705 -0.000629
 -238 30 0.002693 -0.000649
 -238 31 0.002679 -0.000668
 -238 32 0.002667 -0.000686
 -238 33 0.002657 -0.000707
 -238 34 0.002644 -0.000727
 -238 35 0.002631 -0.000743
 -238 36 0.002622 -0.000761
 -238 37 0.002606 -0.000778
 -238 38 0.00259 -0.000795
 -238 39 0.002578 -0.000814
 -238 40 0.002562 -0.00083
 -238 41 0.002551 -0.000848
 -238 42 0.002539 -0.000866
 -238 43 0.002521 -0.000883
 -238 44 0.002502 -0.000896
 -238 45 0.002492 -0.000912
 -238 46 0.002472 -0.00093
 -238 47 0.00246 -0.000944
 -238 48 0.002446 -0.00096
 -238 49 0.002427 -0.000976
 -238 50 0.002412 -0.000991
 -237 0 0.002922 0
 -237 1 0.002916 -0.000023
 -237 2 0.002914 -0.000047
 -237 3 0.002915 -0.00007
 -237 4 0.002914 -0.000092
 -237 5 0.002915 -0.000115
 -237 6 0.002907 -0.000138
 -237 7 0.002906 -0.000162
 -237 8 0.002902 -0.000184
 -237 9 0.002895 -0.000208
 -237 10 0.002893 -0.000234
 -237 11 0.002889 -0.000254
 -237 12 0.002884 -0.000277
 -237 13 0.002883 -0.000299
 -237 14 0.002878 -0.000319
 -237 15 0.002869 -0.000342
 -237 16 0.00286 -0.000363
 -237 17 0.002859 -0.000387
 -237 18 0.002847 -0.00041
 -237 19 0.002841 -0.000431
 -237 20 0.002834 -0.000454
 -237 21 0.002825 -0.000476
 -237 22 0.002816 -0.000498
 -237 23 0.002808 -0.000517
 -237 24 0.002797 -0.000537
 -237 25 0.002787 -0.000557
 -237 26 0.002778 -0.000577
 -237 27 0.002766 -0.000602
 -237 28 0.002758 -0.000621
 -237 29 0.002747 -0.00064
 -237 30 0.002735 -0.00066
 -237 31 0.00272 -0.000678
 -237 32 0.00271 -0.000698
 -237 33 0.002697 -0.000719
 -237 34 0.002686 -0.000736
 -237 35 0.002672 -0.000756
 -237 36 0.002662 -0.000775
 -237 37 0.002645 -0.000792
 -237 38 0.002627 -0.000811
 -237 39 0.002617 -0.00083
 -237 40 0.002604 -0.000847
 -237 41 0.002589 -0.000865
 -237 42 0.002573 -0.000879
 -237 43 0.002558 -0.000895
 -237 44 0.002539 -0.000912
 -237 45 0.002527 -0.00093
 -237 46 0.002512 -0.000945
 -237 47 0.002497 -0.000963
 -237 48 0.002485 -0.000979
 -237 49 0.002463 -0.000992
 -237 50 0.002446 -0.001006
 -236 0 0.00297 0
 -236 1 0.002962 -0.000023
 -236 2 0.002962 -0.000047
 -236 3 0.00296 -0.000072
 -236 4 0.002959 -0.000093
 -236 5 0.002959 -0.000117
 -236 6 0.002956 -0.000142
 -236 7 0.002952 -0.000165
 -236 8 0.00295 -0.000187
 -236 9 0.002946 -0.000211
 -236 10 0.002941 -0.000234
 -236 11 0.002938 -0.000257
 -236 12 0.00293 -0.000281
 -236 13 0.002926 -0.000303
 -236 14 0.002918 -0.000325
 -236 15 0.002914 -0.000348
 -236 16 0.002906 -0.000374
 -236 17 0.002904 -0.000396
 -236 18 0.002894 -0.000417
 -236 19 0.002885 -0.000439
 -236 20 0.002883 -0.000463
 -236 21 0.002872 -0.000483
 -236 22 0.002858 -0.000505
 -236 23 0.00285 -0.000525
 -236 24 0.002843 -0.000547
 -236 25 0.002828 -0.00057
 -236 26 0.002821 -0.000591
 -236 27 0.002809 -0.000613
 -236 28 0.002795 -0.000632
 -236 29 0.002789 -0.000652
 -236 30 0.002777 -0.000671
 -236 31 0.002764 -0.000691
 -236 32 0.002752 -0.000711
 -236 33 0.002738 -0.000732
 -236 34 0.002726 -0.000751
 -236 35 0.002712 -0.000769
 -236 36 0.002696 -0.000788
 -236 37 0.002685 -0.000807
 -236 38 0.00267 -0.000825
 -236 39 0.002656 -0.000845
 -236 40 0.002642 -0.000862
 -236 41 0.002625 -0.000878
 -236 42 0.002606 -0.000893
 -236 43 0.002595 -0.000912
 -236 44 0.00258 -0.000929
 -236 45 0.002563 -0.000947
 -236 46 0.002548 -0.000962
 -236 47 0.002533 -0.000976
 -236 48 0.002519 -0.000992
 -236 49 0.002498 -0.001007
 -236 50 0.002479 -0.001021
 -235 0 0.003014 0
 -235 1 0.00301 -0.000024
 -235 2 0.00301 -0.000048
 -235 3 0.003007 -0.000073
 -235 4 0.003003 -0.000097
 -235 5 0.003004 -0.000119
 -235 6 0.003005 -0.00014
 -235 7 0.002999 -0.000168
 -235 8 0.002995 -0.000188
 -235 9 0.002995 -0.000211
 -235 10 0.00299 -0.000237
 -235 11 0.002984 -0.000262
 -235 12 0.002979 -0.000286
 -235 13 0.002971 -0.000309
 -235 14 0.002965 -0.000332
 -235 15 0.002962 -0.000354
 -235 16 0.002956 -0.000379
 -235 17 0.002946 -0.000403
 -235 18 0.002938 -0.000425
 -235 19 0.002929 -0.000444
 -235 20 0.002928 -0.00047
 -235 21 0.002912 -0.00049
 -235 22 0.002904 -0.000515
 -235 23 0.002893 -0.000536
 -235 24 0.002885 -0.000556
 -235 25 0.002875 -0.000579
 -235 26 0.002866 -0.000603
 -235 27 0.002851 -0.00062
 -235 28 0.00284 -0.000642
 -235 29 0.00283 -0.000665
 -235 30 0.002819 -0.000682
 -235 31 0.002806 -0.000704
 -235 32 0.002791 -0.000724
 -235 33 0.00278 -0.000745
 -235 34 0.002766 -0.000765
 -235 35 0.002754 -0.000785
 -235 36 0.002735 -0.000801
 -235 37 0.002726 -0.00082
 -235 38 0.00271 -0.000838
 -235 39 0.002695 -0.000858
 -235 40 0.00268 -0.000872
 -235 41 0.002665 -0.000889
 -235 42 0.002649 -0.000909
 -235 43 0.002635 -0.000928
 -235 44 0.002618 -0.000944
 -235 45 0.002601 -0.000961
 -235 46 0.002585 -0.000977
 -235 47 0.002569 -0.000994
 -235 48 0.002553 -0.001009
 -235 49 0.002534 -0.001024
 -235 50 0.002514 -0.001039
 -234 0 0.003061 0
 -234 1 0.003059 -0.000024
 -234 2 0.003059 -0.000049
 -234 3 0.003056 -0.000073
 -234 4 0.003058 -0.000098
 -234 5 0.00305 -0.000124
 -234 6 0.003051 -0.000147
 -234 7 0.003047 -0.000172
 -234 8 0.003044 -0.000196
 -234 9 0.003043 -0.000219
 -234 10 0.003037 -0.000246
 -234 11 0.003033 -0.000268
 -234 12 0.003029 -0.000291
 -234 13 0.003019 -0.000316
 -234 14 0.003012 -0.000339
 -234 15 0.003011 -0.000363
 -234 16 0.003001 -0.000386
 -234 17 0.002992 -0.000408
 -234 18 0.002984 -0.000433
 -234 19 0.002976 -0.000457
 -234 20 0.002973 -0.000479
 -234 21 0.002954 -0.000499
 -234 22 0.002952 -0.000525
 -234 23 0.002939 -0.000548
 -234 24 0.002929 -0.000568
 -234 25 0.002922 -0.000589
 -234 26 0.002911 -0.000612
 -234 27 0.002897 -0.000638
 -234 28 0.002887 -0.000654
 -234 29 0.002874 -0.000672
 -234 30 0.002859 -0.000699
 -234 31 0.002847 -0.000715
 -234 32 0.002832 -0.000735
 -234 33 0.002825 -0.000755
 -234 34 0.002811 -0.000775
 -234 35 0.002795 -0.000794
 -234 36 0.002777 -0.000814
 -234 37 0.002766 -0.000833
 -234 38 0.00275 -0.000854
 -234 39 0.002737 -0.000872
 -234 40 0.002721 -0.000891
 -234 41 0.002706 -0.000909
 -234 42 0.002689 -0.000924
 -234 43 0.002673 -0.000944
 -234 44 0.002656 -0.00096
 -234 45 0.002641 -0.000979
 -234 46 0.002625 -0.000994
 -234 47 0.002606 -0.001012
 -234 48 0.002589 -0.001028
 -234 49 0.00257 -0.001042
 -234 50 0.002554 -0.001058
 -233 0 0.003109 0
 -233 1 0.003108 -0.000024
 -233 2 0.003109 -0.00005
 -233 3 0.003103 -0.000074
 -233 4 0.003108 -0.000098
 -233 5 0.003102 -0.000124
 -233 6 0.0031 -0.00015
 -233 7 0.003097 -0.000176
 -233 8 0.003095 -0.000201
 -233 9 0.003091 -0.000224
 -233 10 0.003085 -0.000249
 -233 11 0.003081 -0.000275
 -233 12 0.003075 -0.000297
 -233 13 0.00307 -0.000322
 -233 14 0.003062 -0.000345
 -233 15 0.003057 -0.000369
 -233 16 0.003051 -0.000395
 -233 17 0.003042 -0.000419
 -233 18 0.003032 -0.000441
 -233 19 0.003028 -0.000465
 -233 20 0.003017 -0.000488
 -233 21 0.003005 -0.00051
 -233 22 0.003 -0.000533
 -233 23 0.002987 -0.000556
 -233 24 0.002978 -0.00058
 -233 25 0.002965 -0.000601
 -233 26 0.002951 -0.000621
 -233 27 0.002943 -0.000643
 -233 28 0.00293 -0.000667
 -233 29 0.002918 -0.000685
 -233 30 0.002906 -0.000708
 -233 31 0.002893 -0.00073
 -233 32 0.00288 -0.000751
 -233 33 0.002866 -0.000772
 -233 34 0.002852 -0.000792
 -233 35 0.002837 -0.00081
 -233 36 0.002822 -0.000832
 -233 37 0.002808 -0.000852
 -233 38 0.002791 -0.000868
 -233 39 0.002775 -0.000887
 -233 40 0.00276 -0.000907
 -233 41 0.002748 -0.000925
 -233 42 0.002727 -0.000943
 -233 43 0.002711 -0.000958
 -233 44 0.002696 -0.000976
 -233 45 0.002679 -0.000992
 -233 46 0.002661 -0.001007
 -233 47 0.002644 -0.001023
 -233 48 0.002626 -0.001043
 -233 49 0.002605 -0.001061
 -233 50 0.002595 -0.001077
 -232 0 0.003157 0
 -232 1 0.003162 -0.000026
 -232 2 0.003161 -0.000052
 -232 3 0.003156 -0.000078
 -232 4 0.003155 -0.000101
 -232 5 0.003152 -0.000126
 -232 6 0.00315 -0.000151
 -232 7 0.003148 -0.000178
 -232 8 0.003142 -0.000203
 -232 9 0.00314 -0.000227
 -232 10 0.003133 -0.000253
 -232 11 0.003132 -0.000277
 -232 12 0.003122 -0.000303
 -232 13 0.003119 -0.000328
 -232 14 0.003109 -0.000352
 -232 15 0.003107 -0.000374
 -232 16 0.003103 -0.000401
 -232 17 0.003089 -0.000424
 -232 18 0.003082 -0.000451
 -232 19 0.003078 -0.000473
 -232 20 0.003063 -0.000496
 -232 21 0.003056 -0.000521
 -232 22 0.003048 -0.000544
 -232 23 0.003034 -0.000565
 -232 24 0.003026 -0.000589
 -232 25 0.003011 -0.00061
 -232 26 0.002995 -0.000634
 -232 27 0.00299 -0.000657
 -232 28 0.002975 -0.000679
