# z r Bz Br
#--------------------
 -45 25 0.261551 -0.021142
 -45 26 0.262351 -0.021907
 -45 27 0.263212 -0.022659
 -45 28 0.264066 -0.023347
 -45 29 0.264972 -0.023987
 -45 30 0.265964 -0.024656
 -45 31 0.266902 -0.025221
 -45 32 0.267924 -0.02582
 -45 33 0.268991 -0.026411
 -45 34 0.270062 -0.026986
 -45 35 0.271041 -0.027478
 -45 36 0.272254 -0.02796
 -45 37 0.273402 -0.028438
 -45 38 0.274572 -0.028817
 -45 39 0.275697 -0.029161
 -45 40 0.276951 -0.02953
 -45 41 0.278191 -0.029771
 -45 42 0.279453 -0.030109
 -45 43 0.280719 -0.030258
 -45 44 0.281994 -0.030445
 -45 45 0.283239 -0.030528
 -45 46 0.284557 -0.030687
 -45 47 0.285831 -0.030674
 -45 48 0.287101 -0.030756
 -45 49 0.28839 -0.030655
 -45 50 0.289713 -0.030559
 -44 0 0.253525 0
 -44 1 0.253488 -0.000902
 -44 2 0.253582 -0.001722
 -44 3 0.253654 -0.002625
 -44 4 0.253694 -0.003425
 -44 5 0.253868 -0.004301
 -44 6 0.254055 -0.005164
 -44 7 0.254196 -0.006039
 -44 8 0.254466 -0.006894
 -44 9 0.254755 -0.007733
 -44 10 0.255002 -0.008586
 -44 11 0.255375 -0.009451
 -44 12 0.255635 -0.010305
 -44 13 0.256045 -0.011105
 -44 14 0.256461 -0.011967
 -44 15 0.256878 -0.012775
 -44 16 0.257401 -0.013642
 -44 17 0.257867 -0.014332
 -44 18 0.258401 -0.015149
 -44 19 0.259005 -0.015967
 -44 20 0.259625 -0.016719
 -44 21 0.260228 -0.017481
 -44 22 0.260891 -0.018251
 -44 23 0.261694 -0.018983
 -44 24 0.262311 -0.019736
 -44 25 0.26311 -0.020455
 -44 26 0.263872 -0.021122
 -44 27 0.264765 -0.021825
 -44 28 0.265566 -0.022467
 -44 29 0.266442 -0.023102
 -44 30 0.267362 -0.023715
 -44 31 0.268285 -0.024316
 -44 32 0.2693 -0.024844
 -44 33 0.27026 -0.025354
 -44 34 0.271374 -0.025847
 -44 35 0.272341 -0.026368
 -44 36 0.273472 -0.026786
 -44 37 0.274519 -0.027276
 -44 38 0.275691 -0.027641
 -44 39 0.276828 -0.027985
 -44 40 0.278 -0.028291
 -44 41 0.279212 -0.028582
 -44 42 0.280355 -0.02883
 -44 43 0.281559 -0.029039
 -44 44 0.282807 -0.029165
 -44 45 0.284045 -0.029296
 -44 46 0.285251 -0.029413
 -44 47 0.286498 -0.029435
 -44 48 0.287709 -0.029456
 -44 49 0.28891 -0.029447
 -44 50 0.290141 -0.029368
 -43 0 0.2552 0
 -43 1 0.255203 -0.000815
 -43 2 0.255249 -0.001652
 -43 3 0.255354 -0.002509
 -43 4 0.255389 -0.003348
 -43 5 0.255538 -0.004193
 -43 6 0.255711 -0.005016
 -43 7 0.255899 -0.005846
 -43 8 0.256159 -0.006696
 -43 9 0.256362 -0.007439
 -43 10 0.256657 -0.008329
 -43 11 0.257025 -0.009058
 -43 12 0.257334 -0.009878
 -43 13 0.257674 -0.010728
 -43 14 0.258132 -0.011516
 -43 15 0.258539 -0.012302
 -43 16 0.258992 -0.013088
 -43 17 0.259448 -0.013923
 -43 18 0.260013 -0.014644
 -43 19 0.26072 -0.015257
 -43 20 0.261149 -0.016098
 -43 21 0.261789 -0.016865
 -43 22 0.26245 -0.017577
 -43 23 0.263121 -0.018273
 -43 24 0.263861 -0.018943
 -43 25 0.26461 -0.019666
 -43 26 0.265367 -0.020297
 -43 27 0.26618 -0.021036
 -43 28 0.26697 -0.02158
 -43 29 0.267836 -0.022207
 -43 30 0.268759 -0.022726
 -43 31 0.269632 -0.023341
 -43 32 0.270562 -0.023843
 -43 33 0.271556 -0.024368
 -43 34 0.272546 -0.024896
 -43 35 0.273567 -0.025285
 -43 36 0.274585 -0.025761
 -43 37 0.275709 -0.026126
 -43 38 0.276752 -0.026456
 -43 39 0.277928 -0.026848
 -43 40 0.27901 -0.027147
 -43 41 0.280096 -0.027424
 -43 42 0.28129 -0.027631
 -43 43 0.282455 -0.027829
 -43 44 0.2836 -0.027992
 -43 45 0.284773 -0.028131
 -43 46 0.286027 -0.028212
 -43 47 0.287068 -0.028292
 -43 48 0.288329 -0.028246
 -43 49 0.289495 -0.028172
 -43 50 0.290636 -0.028142
 -42 0 0.256689 0
 -42 1 0.256823 -0.000748
 -42 2 0.25693 -0.00163
 -42 3 0.257018 -0.00242
 -42 4 0.257036 -0.003235
 -42 5 0.257232 -0.004007
 -42 6 0.25735 -0.004825
 -42 7 0.257578 -0.005647
 -42 8 0.257758 -0.006448
 -42 9 0.257982 -0.007196
 -42 10 0.258302 -0.008019
 -42 11 0.258518 -0.008787
 -42 12 0.258953 -0.00955
 -42 13 0.259293 -0.010339
 -42 14 0.259702 -0.011085
 -42 15 0.26013 -0.011865
 -42 16 0.260591 -0.012599
 -42 17 0.261045 -0.013337
 -42 18 0.261602 -0.014097
 -42 19 0.262119 -0.014766
 -42 20 0.262657 -0.015551
 -42 21 0.263243 -0.016241
 -42 22 0.263923 -0.016921
 -42 23 0.264582 -0.017599
 -42 24 0.265284 -0.018239
 -42 25 0.265992 -0.01888
 -42 26 0.266779 -0.019528
 -42 27 0.267609 -0.020201
 -42 28 0.268354 -0.020759
 -42 29 0.269177 -0.021346
 -42 30 0.270018 -0.021881
 -42 31 0.270909 -0.022442
 -42 32 0.27179 -0.022972
 -42 33 0.272735 -0.023476
 -42 34 0.273705 -0.023882
 -42 35 0.274723 -0.024334
 -42 36 0.275734 -0.024712
 -42 37 0.276734 -0.025099
 -42 38 0.277799 -0.025451
 -42 39 0.278829 -0.025795
 -42 40 0.279938 -0.026048
 -42 41 0.281026 -0.026324
 -42 42 0.282139 -0.026534
 -42 43 0.283234 -0.026692
 -42 44 0.284388 -0.026871
 -42 45 0.285519 -0.026952
 -42 46 0.2866 -0.027086
 -42 47 0.287718 -0.027081
 -42 48 0.288904 -0.027101
 -42 49 0.289961 -0.027072
 -42 50 0.291138 -0.027008
 -41 0 0.258069 0
 -41 1 0.258423 -0.000825
 -41 2 0.25849 -0.001526
 -41 3 0.258593 -0.002297
 -41 4 0.258653 -0.003097
 -41 5 0.258777 -0.00388
 -41 6 0.258896 -0.004635
 -41 7 0.259142 -0.005405
 -41 8 0.259304 -0.006182
 -41 9 0.259618 -0.006977
 -41 10 0.259798 -0.00771
 -41 11 0.260128 -0.008479
 -41 12 0.260498 -0.009231
 -41 13 0.260786 -0.00998
 -41 14 0.261236 -0.010666
 -41 15 0.261585 -0.011452
 -41 16 0.26206 -0.012159
 -41 17 0.262538 -0.012865
 -41 18 0.263095 -0.013553
 -41 19 0.263556 -0.014285
 -41 20 0.264141 -0.014912
 -41 21 0.264738 -0.015596
 -41 22 0.265345 -0.016298
 -41 23 0.26605 -0.016928
 -41 24 0.266677 -0.017535
 -41 25 0.267373 -0.018199
 -41 26 0.26816 -0.018799
 -41 27 0.268861 -0.019368
 -41 28 0.269619 -0.019949
 -41 29 0.270442 -0.020495
 -41 30 0.271232 -0.021042
 -41 31 0.272118 -0.021536
 -41 32 0.273061 -0.021981
 -41 33 0.273926 -0.022491
 -41 34 0.274858 -0.022928
 -41 35 0.275795 -0.023375
 -41 36 0.27677 -0.023718
 -41 37 0.277762 -0.024071
 -41 38 0.278818 -0.024375
 -41 39 0.279817 -0.024675
 -41 40 0.280855 -0.024999
 -41 41 0.281856 -0.025242
 -41 42 0.282963 -0.025432
 -41 43 0.284011 -0.025599
 -41 44 0.285112 -0.025722
 -41 45 0.286118 -0.025863
 -41 46 0.287259 -0.025934
 -41 47 0.288305 -0.02598
 -41 48 0.289458 -0.025992
 -41 49 0.290514 -0.025932
 -41 50 0.29158 -0.025928
 -40 0 0.259891 0
 -40 1 0.259948 -0.000748
 -40 2 0.260009 -0.001509
 -40 3 0.260077 -0.002222
 -40 4 0.260134 -0.002966
 -40 5 0.260273 -0.003746
 -40 6 0.260451 -0.00455
 -40 7 0.260646 -0.005219
 -40 8 0.260866 -0.005982
 -40 9 0.261065 -0.006692
 -40 10 0.261371 -0.007427
 -40 11 0.261618 -0.008164
 -40 12 0.26193 -0.008886
 -40 13 0.262274 -0.009616
 -40 14 0.262723 -0.010311
 -40 15 0.263097 -0.011003
 -40 16 0.26348 -0.011682
 -40 17 0.263975 -0.012409
 -40 18 0.264506 -0.013069
 -40 19 0.264938 -0.01371
 -40 20 0.26554 -0.014375
 -40 21 0.266 -0.015027
 -40 22 0.266708 -0.015656
 -40 23 0.267353 -0.016279
 -40 24 0.267993 -0.016874
 -40 25 0.268665 -0.017474
 -40 26 0.269343 -0.018048
 -40 27 0.270127 -0.018615
 -40 28 0.270898 -0.019166
 -40 29 0.271668 -0.019666
 -40 30 0.272448 -0.020209
 -40 31 0.273321 -0.020651
 -40 32 0.274221 -0.021095
 -40 33 0.275036 -0.021587
 -40 34 0.275958 -0.02199
 -40 35 0.276778 -0.02239
 -40 36 0.277796 -0.022737
 -40 37 0.27874 -0.023095
 -40 38 0.279693 -0.023437
 -40 39 0.280701 -0.023694
 -40 40 0.281687 -0.023975
 -40 41 0.282697 -0.024197
 -40 42 0.283691 -0.024408
 -40 43 0.284759 -0.024561
 -40 44 0.285789 -0.02468
 -40 45 0.28685 -0.024767
 -40 46 0.287884 -0.024919
 -40 47 0.288875 -0.024934
 -40 48 0.289925 -0.02499
 -40 49 0.29098 -0.024968
 -40 50 0.291977 -0.024911
 -39 0 0.261409 0
 -39 1 0.261452 -0.000741
 -39 2 0.261476 -0.001442
 -39 3 0.261575 -0.002174
 -39 4 0.261612 -0.00286
 -39 5 0.261749 -0.003642
 -39 6 0.261976 -0.004295
 -39 7 0.262076 -0.005037
 -39 8 0.262325 -0.005768
 -39 9 0.262527 -0.006438
 -39 10 0.262811 -0.00716
 -39 11 0.263069 -0.007855
 -39 12 0.263404 -0.008553
 -39 13 0.263736 -0.009246
 -39 14 0.26411 -0.009894
 -39 15 0.264527 -0.010596
 -39 16 0.264926 -0.011282
 -39 17 0.265369 -0.011893
 -39 18 0.265851 -0.012563
 -39 19 0.266362 -0.013189
 -39 20 0.266899 -0.013818
 -39 21 0.267444 -0.014436
 -39 22 0.268035 -0.015056
 -39 23 0.268645 -0.015677
 -39 24 0.2693 -0.016182
 -39 25 0.269945 -0.016814
 -39 26 0.270642 -0.017348
 -39 27 0.271339 -0.017851
 -39 28 0.272004 -0.018394
 -39 29 0.272802 -0.018902
 -39 30 0.273678 -0.019378
 -39 31 0.274363 -0.019871
 -39 32 0.275222 -0.020307
 -39 33 0.276089 -0.020737
 -39 34 0.276976 -0.021095
 -39 35 0.277841 -0.021483
 -39 36 0.27875 -0.021826
 -39 37 0.279664 -0.022158
 -39 38 0.280585 -0.022456
 -39 39 0.281545 -0.022725
 -39 40 0.282527 -0.022987
 -39 41 0.283498 -0.023176
 -39 42 0.284468 -0.02337
 -39 43 0.285462 -0.023544
 -39 44 0.286467 -0.023699
 -39 45 0.287449 -0.023792
 -39 46 0.288485 -0.023813
 -39 47 0.289499 -0.023894
 -39 48 0.29046 -0.023929
 -39 49 0.291472 -0.0239
 -39 50 0.292457 -0.023863
 -38 0 0.262835 0
 -38 1 0.262847 -0.000668
 -38 2 0.262872 -0.001391
 -38 3 0.262956 -0.002103
 -38 4 0.263084 -0.002796
 -38 5 0.263144 -0.003474
 -38 6 0.263337 -0.004165
 -38 7 0.263487 -0.004844
 -38 8 0.263729 -0.005527
 -38 9 0.263886 -0.006232
 -38 10 0.26422 -0.006838
 -38 11 0.264489 -0.007557
 -38 12 0.264702 -0.008223
 -38 13 0.265073 -0.008887
 -38 14 0.265431 -0.009559
 -38 15 0.26587 -0.010188
 -38 16 0.266264 -0.010838
 -38 17 0.266725 -0.011468
 -38 18 0.267191 -0.012045
 -38 19 0.267674 -0.012692
 -38 20 0.268123 -0.0133
 -38 21 0.268727 -0.013883
 -38 22 0.269251 -0.014468
 -38 23 0.269895 -0.015043
 -38 24 0.270477 -0.015609
 -38 25 0.271134 -0.016148
 -38 26 0.271784 -0.016631
 -38 27 0.272563 -0.017136
 -38 28 0.273169 -0.017697
 -38 29 0.273979 -0.018149
 -38 30 0.274683 -0.018572
 -38 31 0.275454 -0.019052
 -38 32 0.276293 -0.019458
 -38 33 0.277112 -0.019838
 -38 34 0.277926 -0.020272
 -38 35 0.278787 -0.020599
 -38 36 0.279761 -0.020895
 -38 37 0.280548 -0.021265
 -38 38 0.281455 -0.02154
 -38 39 0.282375 -0.021778
 -38 40 0.283306 -0.022027
 -38 41 0.284241 -0.022212
 -38 42 0.285234 -0.022412
 -38 43 0.28613 -0.022596
 -38 44 0.287116 -0.02269
 -38 45 0.288073 -0.022798
 -38 46 0.289025 -0.022895
 -38 47 0.289986 -0.022947
 -38 48 0.290949 -0.022951
 -38 49 0.291902 -0.022956
 -38 50 0.292853 -0.022934
 -37 0 0.264222 0
 -37 1 0.264237 -0.00065
 -37 2 0.264285 -0.001334
 -37 3 0.264375 -0.00201
 -37 4 0.264394 -0.002688
 -37 5 0.264565 -0.003332
 -37 6 0.264698 -0.004002
 -37 7 0.264882 -0.004632
 -37 8 0.265048 -0.005323
 -37 9 0.26526 -0.005959
 -37 10 0.265529 -0.00663
 -37 11 0.265741 -0.007259
 -37 12 0.266114 -0.007902
 -37 13 0.266411 -0.00854
 -37 14 0.266779 -0.009181
 -37 15 0.267149 -0.009751
 -37 16 0.267556 -0.01039
 -37 17 0.267917 -0.011014
 -37 18 0.268409 -0.011596
 -37 19 0.268905 -0.012196
 -37 20 0.269417 -0.012766
 -37 21 0.269931 -0.01334
 -37 22 0.270468 -0.013892
 -37 23 0.271079 -0.014445
 -37 24 0.27163 -0.014963
 -37 25 0.272293 -0.015474
 -37 26 0.272935 -0.016022
 -37 27 0.273585 -0.016521
 -37 28 0.274268 -0.016934
 -37 29 0.275025 -0.017391
 -37 30 0.275739 -0.017831
 -37 31 0.27647 -0.018301
 -37 32 0.277294 -0.018617
 -37 33 0.278056 -0.019042
 -37 34 0.27888 -0.019422
 -37 35 0.279777 -0.019801
 -37 36 0.280559 -0.020077
 -37 37 0.281355 -0.020367
 -37 38 0.282327 -0.020634
 -37 39 0.283188 -0.020881
 -37 40 0.284061 -0.021096
 -37 41 0.284942 -0.021321
 -37 42 0.285907 -0.021457
 -37 43 0.286804 -0.021598
 -37 44 0.287701 -0.021773
 -37 45 0.288671 -0.021853
 -37 46 0.289588 -0.021853
 -37 47 0.290524 -0.021962
 -37 48 0.291436 -0.022
 -37 49 0.292349 -0.022011
 -37 50 0.293256 -0.021967
 -36 0 0.26549 0
 -36 1 0.265572 -0.000648
 -36 2 0.265528 -0.001286
 -36 3 0.265652 -0.001959
 -36 4 0.265698 -0.002569
 -36 5 0.265847 -0.003189
 -36 6 0.265994 -0.003841
 -36 7 0.266172 -0.004478
 -36 8 0.266319 -0.005123
 -36 9 0.266533 -0.005746
 -36 10 0.266783 -0.006364
 -36 11 0.267076 -0.006968
 -36 12 0.267384 -0.007633
 -36 13 0.267693 -0.008202
 -36 14 0.268033 -0.008817
 -36 15 0.26839 -0.009371
 -36 16 0.268782 -0.01001
 -36 17 0.269196 -0.01058
 -36 18 0.269657 -0.011144
 -36 19 0.270118 -0.011704
 -36 20 0.270587 -0.012255
 -36 21 0.271129 -0.012827
 -36 22 0.271574 -0.013345
 -36 23 0.272215 -0.013841
 -36 24 0.272794 -0.014355
 -36 25 0.273378 -0.014845
 -36 26 0.274027 -0.01533
 -36 27 0.274739 -0.015784
 -36 28 0.275336 -0.01627
 -36 29 0.27605 -0.016675
 -36 30 0.276787 -0.017086
 -36 31 0.277461 -0.017531
 -36 32 0.278285 -0.017873
 -36 33 0.278976 -0.018291
 -36 34 0.279766 -0.018583
 -36 35 0.280577 -0.018925
 -36 36 0.281419 -0.019202
 -36 37 0.282254 -0.019506
 -36 38 0.283068 -0.019785
 -36 39 0.283931 -0.020012
 -36 40 0.284791 -0.020213
 -36 41 0.285648 -0.020407
 -36 42 0.286551 -0.020632
 -36 43 0.287445 -0.020713
 -36 44 0.288279 -0.020843
 -36 45 0.289231 -0.02098
 -36 46 0.290104 -0.021027
 -36 47 0.291009 -0.02105
 -36 48 0.291881 -0.021091
 -36 49 0.29279 -0.02112
 -36 50 0.293679 -0.021038
 -35 0 0.266805 0
 -35 1 0.266751 -0.000608
 -35 2 0.266875 -0.00125
 -35 3 0.266885 -0.001836
 -35 4 0.267006 -0.002456
 -35 5 0.267092 -0.003076
 -35 6 0.267242 -0.0037
 -35 7 0.267404 -0.004316
 -35 8 0.267574 -0.00492
 -35 9 0.267789 -0.005506
 -35 10 0.26802 -0.006116
 -35 11 0.268298 -0.006701
 -35 12 0.268548 -0.007304
 -35 13 0.268833 -0.007886
 -35 14 0.269246 -0.008475
 -35 15 0.269572 -0.009003
 -35 16 0.26995 -0.009587
 -35 17 0.270379 -0.010144
 -35 18 0.270752 -0.010676
 -35 19 0.27125 -0.011222
 -35 20 0.271741 -0.011781
 -35 21 0.272171 -0.01233
 -35 22 0.27274 -0.012794
 -35 23 0.273289 -0.013301
 -35 24 0.273862 -0.013772
 -35 25 0.274477 -0.01427
 -35 26 0.275012 -0.014681
 -35 27 0.275729 -0.015133
 -35 28 0.276376 -0.015514
 -35 29 0.277062 -0.016029
 -35 30 0.277714 -0.016412
 -35 31 0.278396 -0.016814
 -35 32 0.279168 -0.017163
 -35 33 0.279852 -0.01751
 -35 34 0.280634 -0.01779
 -35 35 0.281431 -0.018116
 -35 36 0.282217 -0.018426
 -35 37 0.282993 -0.018672
 -35 38 0.283798 -0.018943
 -35 39 0.28465 -0.019178
 -35 40 0.285514 -0.019381
 -35 41 0.286327 -0.01957
 -35 42 0.28715 -0.019739
 -35 43 0.28805 -0.019847
 -35 44 0.288883 -0.019939
 -35 45 0.289719 -0.020043
 -35 46 0.29063 -0.020121
 -35 47 0.291484 -0.020213
 -35 48 0.292371 -0.020217
 -35 49 0.293213 -0.020186
 -35 50 0.294059 -0.020184
 -34 0 0.267993 0
 -34 1 0.267994 -0.000619
 -34 2 0.26808 -0.00117
 -34 3 0.268076 -0.001791
 -34 4 0.268222 -0.002381
 -34 5 0.268294 -0.002977
 -34 6 0.268441 -0.003554
 -34 7 0.268581 -0.004145
 -34 8 0.2688 -0.004709
 -34 9 0.268991 -0.005275
 -34 10 0.269224 -0.005881
 -34 11 0.269471 -0.006472
 -34 12 0.26973 -0.007022
 -34 13 0.270063 -0.007546
 -34 14 0.270366 -0.008093
 -34 15 0.270727 -0.008699
 -34 16 0.271135 -0.009241
 -34 17 0.271506 -0.009743
 -34 18 0.271919 -0.010241
 -34 19 0.272336 -0.010801
 -34 20 0.272817 -0.011278
 -34 21 0.273305 -0.011768
 -34 22 0.27384 -0.012252
 -34 23 0.274339 -0.012737
 -34 24 0.274899 -0.013201
 -34 25 0.275481 -0.013679
 -34 26 0.276056 -0.014122
 -34 27 0.276654 -0.014542
 -34 28 0.277316 -0.014921
 -34 29 0.277935 -0.015323
 -34 30 0.278593 -0.015697
 -34 31 0.27928 -0.016065
 -34 32 0.280024 -0.016432
 -34 33 0.280735 -0.016772
 -34 34 0.281442 -0.017087
 -34 35 0.282212 -0.01737
 -34 36 0.28298 -0.017633
 -34 37 0.283753 -0.017907
 -34 38 0.284558 -0.018135
 -34 39 0.285378 -0.018355
 -34 40 0.286134 -0.018557
 -34 41 0.286981 -0.018713
 -34 42 0.287765 -0.018848
 -34 43 0.288613 -0.019018
 -34 44 0.289489 -0.019153
 -34 45 0.290235 -0.019234
 -34 46 0.29113 -0.019265
 -34 47 0.291948 -0.019351
 -34 48 0.292744 -0.019363
 -34 49 0.293602 -0.019364
 -34 50 0.29445 -0.019368
 -33 0 0.26914 0
 -33 1 0.269201 -0.000567
 -33 2 0.26921 -0.001122
 -33 3 0.269291 -0.001708
 -33 4 0.269367 -0.002243
 -33 5 0.269514 -0.00284
 -33 6 0.269584 -0.00341
 -33 7 0.269754 -0.003952
 -33 8 0.269968 -0.004545
 -33 9 0.270106 -0.005096
 -33 10 0.270316 -0.005595
 -33 11 0.270601 -0.006166
 -33 12 0.270846 -0.006706
 -33 13 0.271176 -0.007266
 -33 14 0.271461 -0.007785
 -33 15 0.271826 -0.008299
 -33 16 0.272138 -0.008864
 -33 17 0.272564 -0.00931
 -33 18 0.272964 -0.009863
 -33 19 0.2734 -0.010353
 -33 20 0.273879 -0.010794
 -33 21 0.27432 -0.011311
 -33 22 0.274839 -0.011761
 -33 23 0.275314 -0.012224
 -33 24 0.2759 -0.012643
 -33 25 0.276469 -0.013062
 -33 26 0.27703 -0.013515
 -33 27 0.277558 -0.013893
 -33 28 0.278166 -0.014328
 -33 29 0.278798 -0.014678
 -33 30 0.279526 -0.015024
 -33 31 0.280187 -0.015405
 -33 32 0.280833 -0.015693
 -33 33 0.281544 -0.016056
 -33 34 0.282271 -0.016349
 -33 35 0.282978 -0.016595
 -33 36 0.283739 -0.016863
 -33 37 0.28447 -0.01711
 -33 38 0.285245 -0.017345
 -33 39 0.286006 -0.017579
 -33 40 0.286733 -0.017747
 -33 41 0.287594 -0.017874
 -33 42 0.288389 -0.018082
 -33 43 0.289132 -0.018236
 -33 44 0.289953 -0.018302
 -33 45 0.290776 -0.018421
 -33 46 0.291595 -0.018458
 -33 47 0.292391 -0.018495
 -33 48 0.293196 -0.018545
 -33 49 0.293995 -0.018557
 -33 50 0.294818 -0.018562
 -32 0 0.27037 0
 -32 1 0.270283 -0.000542
 -32 2 0.270343 -0.001091
 -32 3 0.270354 -0.001617
 -32 4 0.270445 -0.002195
 -32 5 0.270618 -0.002725
 -32 6 0.270704 -0.003257
 -32 7 0.270847 -0.003801
 -32 8 0.271041 -0.004347
 -32 9 0.271205 -0.004863
 -32 10 0.271418 -0.005415
 -32 11 0.271673 -0.005938
 -32 12 0.271925 -0.006445
 -32 13 0.272257 -0.006952
 -32 14 0.272545 -0.007466
 -32 15 0.272858 -0.007955
 -32 16 0.273241 -0.00843
 -32 17 0.273603 -0.008932
 -32 18 0.274009 -0.009424
 -32 19 0.274391 -0.009906
 -32 20 0.274859 -0.010348
 -32 21 0.27533 -0.010831
 -32 22 0.275804 -0.011249
 -32 23 0.276319 -0.011667
 -32 24 0.276853 -0.012088
 -32 25 0.277385 -0.012548
 -32 26 0.277912 -0.012958
 -32 27 0.27855 -0.013295
 -32 28 0.279076 -0.013675
 -32 29 0.279697 -0.014039
 -32 30 0.280321 -0.014399
 -32 31 0.28105 -0.014702
 -32 32 0.281653 -0.015045
 -32 33 0.282339 -0.015311
 -32 34 0.283025 -0.015626
 -32 35 0.283772 -0.015871
 -32 36 0.284421 -0.016171
 -32 37 0.285194 -0.016341
 -32 38 0.285861 -0.016607
 -32 39 0.286669 -0.016794
 -32 40 0.287404 -0.016932
 -32 41 0.288173 -0.017162
 -32 42 0.288945 -0.017269
 -32 43 0.289673 -0.017437
 -32 44 0.290494 -0.017495
 -32 45 0.291246 -0.017607
 -32 46 0.292025 -0.017684
 -32 47 0.292832 -0.017682
 -32 48 0.293525 -0.017783
 -32 49 0.294394 -0.017763
 -32 50 0.295155 -0.017773
 -31 0 0.271336 0
 -31 1 0.271347 -0.000536
 -31 2 0.271421 -0.001045
 -31 3 0.271471 -0.00155
 -31 4 0.271551 -0.002106
 -31 5 0.27164 -0.002622
 -31 6 0.271744 -0.003138
 -31 7 0.271925 -0.003633
 -31 8 0.27205 -0.004149
 -31 9 0.272306 -0.004641
 -31 10 0.272462 -0.005159
 -31 11 0.272735 -0.005668
 -31 12 0.272983 -0.006155
 -31 13 0.273258 -0.006645
 -31 14 0.273568 -0.007134
 -31 15 0.273886 -0.007617
 -31 16 0.274205 -0.008149
 -31 17 0.274633 -0.008595
 -31 18 0.275013 -0.009008
 -31 19 0.27536 -0.009464
 -31 20 0.275826 -0.009917
 -31 21 0.276248 -0.010371
 -31 22 0.276721 -0.010767
 -31 23 0.277224 -0.011196
 -31 24 0.27773 -0.011594
 -31 25 0.278268 -0.011959
 -31 26 0.278807 -0.012347
 -31 27 0.279336 -0.012747
 -31 28 0.279905 -0.013115
 -31 29 0.280553 -0.013424
 -31 30 0.281119 -0.01377
 -31 31 0.281761 -0.014083
 -31 32 0.282418 -0.014387
 -31 33 0.283097 -0.01466
 -31 34 0.283748 -0.01492
 -31 35 0.284401 -0.015188
 -31 36 0.285096 -0.01547
 -31 37 0.28582 -0.015665
 -31 38 0.2865 -0.015862
 -31 39 0.287285 -0.01605
 -31 40 0.287953 -0.016241
 -31 41 0.288721 -0.016373
 -31 42 0.289451 -0.016529
 -31 43 0.290193 -0.016656
 -31 44 0.290943 -0.016752
 -31 45 0.291721 -0.01682
 -31 46 0.292449 -0.016887
 -31 47 0.293209 -0.016966
 -31 48 0.293985 -0.017004
 -31 49 0.294726 -0.017008
 -31 50 0.295492 -0.016999
 -30 0 0.272415 0
 -30 1 0.272403 -0.000501
 -30 2 0.272441 -0.000992
 -30 3 0.272462 -0.001492
 -30 4 0.272606 -0.001972
 -30 5 0.272644 -0.002496
 -30 6 0.272801 -0.002993
 -30 7 0.272947 -0.003513
 -30 8 0.273063 -0.003963
 -30 9 0.273281 -0.00449
 -30 10 0.273478 -0.004947
 -30 11 0.273708 -0.005423
 -30 12 0.273951 -0.005917
 -30 13 0.274254 -0.006394
 -30 14 0.274566 -0.006804
 -30 15 0.274898 -0.007297
 -30 16 0.27517 -0.00777
 -30 17 0.275495 -0.008188
 -30 18 0.275965 -0.008639
 -30 19 0.276302 -0.009072
 -30 20 0.276735 -0.009469
 -30 21 0.277213 -0.009865
 -30 22 0.277576 -0.010284
 -30 23 0.278102 -0.010691
 -30 24 0.278548 -0.011092
 -30 25 0.279092 -0.011462
 -30 26 0.279631 -0.011819
 -30 27 0.280164 -0.012159
 -30 28 0.280756 -0.012503
 -30 29 0.281308 -0.012821
 -30 30 0.281928 -0.01313
 -30 31 0.2825 -0.01346
 -30 32 0.283146 -0.013755
 -30 33 0.2838 -0.013996
 -30 34 0.284397 -0.01432
 -30 35 0.285079 -0.014502
 -30 36 0.285789 -0.014709
 -30 37 0.286427 -0.014931
 -30 38 0.287104 -0.015169
 -30 39 0.28783 -0.015324
 -30 40 0.288509 -0.015533
 -30 41 0.289235 -0.015662
 -30 42 0.289967 -0.015802
 -30 43 0.290703 -0.015895
 -30 44 0.291418 -0.016016
 -30 45 0.292123 -0.016117
 -30 46 0.292854 -0.01615
 -30 47 0.293633 -0.016228
 -30 48 0.294388 -0.016235
 -30 49 0.295058 -0.016285
 -30 50 0.295814 -0.016256
 -29 0 0.273342 0
 -29 1 0.273373 -0.000457
 -29 2 0.273401 -0.000953
 -29 3 0.273444 -0.001426
 -29 4 0.273522 -0.001907
 -29 5 0.273637 -0.002398
 -29 6 0.273733 -0.002863
 -29 7 0.273902 -0.003325
 -29 8 0.274062 -0.003826
 -29 9 0.27426 -0.004259
 -29 10 0.274415 -0.004731
 -29 11 0.274651 -0.005196
 -29 12 0.274923 -0.005652
 -29 13 0.275148 -0.006083
 -29 14 0.275479 -0.006563
 -29 15 0.275764 -0.006986
 -29 16 0.27609 -0.007391
 -29 17 0.276441 -0.007841
 -29 18 0.276799 -0.008245
 -29 19 0.277212 -0.008671
 -29 20 0.277591 -0.009067
 -29 21 0.278002 -0.009486
 -29 22 0.278474 -0.009854
 -29 23 0.278977 -0.010178
 -29 24 0.279383 -0.0106
 -29 25 0.279905 -0.010924
 -29 26 0.280426 -0.011294
 -29 27 0.280927 -0.011658
 -29 28 0.281503 -0.011954
 -29 29 0.282069 -0.012263
 -29 30 0.282631 -0.012568
 -29 31 0.283213 -0.012898
 -29 32 0.283835 -0.013135
 -29 33 0.284459 -0.013375
 -29 34 0.285094 -0.013628
