-12.	-12.	-10.	-0.006210443106252635	0.021388156854731822	-0.0032854805395355134
-12.	-12.	-9.	-0.006498410925233767	0.02132841311121516	-0.0034128033361256974
-12.	-12.	-8.	-0.00683079629088896	0.021239288090768166	-0.0036122154603938582
-12.	-12.	-7.	-0.0072198475645278435	0.02112506590189243	-0.0038997017167022945
-12.	-12.	-6.	-0.0076812112775277285	0.020992256627107984	-0.0042948329377904045
-12.	-12.	-5.	-0.00823539331487958	0.020850181823602907	-0.004822053173090313
-12.	-12.	-4.	-0.008909323166401709	0.020712836006029328	-0.00551253845650277
-12.	-12.	-3.	-0.009739206717407073	0.020601153709768123	-0.00640693375967472
-12.	-12.	-2.	-0.010774430017728832	0.02054745097260922	-0.007559366720000718
-12.	-12.	-1.	-0.012083973968739873	0.020602962387489456	-0.009043318506426921
-12.	-12.	0.	-0.013766141835549781	0.02085148257117342	-0.010960091517609433
-12.	-12.	1.	-0.015964938270230815	0.021434931850842193	-0.013450447355073749
-12.	-12.	2.	-0.01889605473533692	0.022602441279997474	-0.016708314779115854
-12.	-12.	3.	-0.02288997696198125	0.0248072498133975	-0.020988301024291188
-12.	-12.	4.	-0.028458429905034742	0.02889938181635678	-0.026571592507384095
-12.	-12.	5.	-0.036378441319683666	0.03648649020667789	-0.03356279144483059
-12.	-12.	6.	-0.04771083764497487	0.05044829020573193	-0.04113368979620878
-12.	-12.	7.	-0.06339824209717586	0.07490959040218623	-0.0454758177322303
-12.	-12.	8.	-0.08257399159991197	0.11239361001398007	-0.03642896167019196
-12.	-12.	9.	-0.09792133312695003	0.15386979631918468	0.006555360229728242
-12.	-12.	10.	-0.08789461036718589	0.13454711238989855	0.09101056127100395
-12.	-12.	11.	-0.056158136421997115	0.06025019429111106	0.10409390362246762
-12.	-12.	12.	-0.03211069174429777	0.025754622487057805	0.08495224758329682
-12.	-12.	13.	-0.016534991671030258	0.013088709300532221	0.06939347413908892
-12.	-12.	14.	-0.00546847199452527	0.009905710689706365	0.06185204919239857
-12.	-12.	15.	0.004559929534388034	0.00884134660855536	0.06359526733497858
